id,loc,h
229,2026.9730269730271,0.4573106666666667
229,2028.9979770708105,0.45649133333333336
288,2583.4165834165833,0.4226016666666667
288,2585.997421737366,0.4186398888888889
290,2603.3966033966035,0.44652899999999995
290,2604.9983998021935,0.4443104444444444
230,2031.968031968032,0.4542253333333333
230,2032.9989700907577,0.45272766666666664
282,2515.4845154845157,0.6975416666666666
282,2517.9974895339087,0.6856193333333334
282,2518.4185489300035,0.679891074074074
226,2007.992007992008,0.37951533333333337
226,2009.9979960139622,0.3674527777777778
226,2011.167219272734,0.36033133333333334
226,2011.500896689984,0.3561784197530864
279,2467.5324675324678,0.398646
279,2470.996539385305,0.3899024444444444
279,2471.5769592279753,0.38483159259259253
279,2471.692570493663,0.38106233333333334
283,2527.4725274725274,0.19901
283,2528.9984755748,0.19337677777777776
283,2529.2541546123807,0.18900662962962958
283,2529.305082190957,0.18557307407407406
294,2635.3646353646354,0.41391633333333333
294,2636.9983678979384,0.3997955555555555
294,2637.2721066713325,0.38812681481481476
294,2637.3266314889447,0.378873037037037
294,2636.7254545684928,0.37514346913580243
216,1911.0889110889111,0.2780836666666667
216,1911.00008873371,0.2839351111111112
216,1910.9852061736417,0.2808732222222223
216,1911.6823719836925,0.27882001234567905
216,1911.9824907941652,0.2772761604938272
216,1912.6511334101447,0.27608646227709194
79,722.2777222777223,0.6967319999999999
79,722.9992791632311,0.6808329999999999
79,723.1201790613155,0.6656566666666667
79,723.144260578196,0.6534806049382715
79,723.1440229945849,0.6435979135802469
79,723.1366622997856,0.6355910041152263
79,723.5943682432853,0.6321859775948787
79,723.872859866117,0.6296709073311995
61,553.4465534465535,0.5804966666666667
61,553.9994476575796,0.570806
61,554.0920874135114,0.564145888888889
61,554.8106701189346,0.5598447530864198
61,555.1105776344392,0.5568980411522634
61,555.2473810591501,0.5543646652949246
61,555.3104360256103,0.5521966241426611
61,555.3364985509405,0.5503541374790428
61,555.7273696782872,0.5495781726362851
277,2447.5524475524476,0.338632
277,2449.9975573304514,0.31895366666666664
277,2450.4072457817747,0.3051942962962963
277,2450.4888498154637,0.293529987654321
277,2450.488044725772,0.2842258024691358
277,2450.4631018457467,0.27666458436213986
277,2450.8984378164528,0.2723421161408322
277,2451.153771607684,0.26931187578113086
277,2451.3062051859324,0.26695146532540764
50,437.5624375624376,0.7731330000000001
50,437.99956331050515,0.7543808888888889
50,438.0728055724152,0.7407325555555556
50,438.0873943751727,0.7294859629629631
50,438.08725044485226,0.7203515144032924
50,438.08279126874976,0.7127237325102881
50,438.0771178187882,0.7062721069958848
50,438.0712445528699,0.700734566224661
50,438.06549480844694,0.6959285904079664
50,438.4157851166209,0.692504930159698
50,438.66566799891507,0.6908592041186133
116,1080.919080919081,0.190922
116,1081.9989212373666,0.18496677777777779
116,1082.1798530350532,0.18038925925925928
116,1082.2158920409518,0.17693003703703702
116,1082.2155364870553,0.17412482716049382
116,1082.2045208967745,0.17183536076817554
116,1082.190505661938,0.16991436122542294
116,1082.1759968178203,0.16828115424477974
116,1082.1617931112778,0.16687132992938067
116,1082.1480870542387,0.16563965171298412
116,1082.1348625896167,0.1645512970922454
116,1082.4360439869615,0.1638184387787167
116,1082.6631337745368,0.16335470128637672
116,1082.834809493756,0.1629223004286668
116,1083.2428790306178,0.16267566500180117
231,2051.948051948052,0.7591663333333333
231,2052.998950150598,0.7540692222222223
231,2053.175032574779,0.7508352592592593
231,2053.210105655381,0.7474207160493828
231,2053.2097596311173,0.7438445185185185
231,2053.19903928309,0.7403421536351167
231,2053.1853996876343,0.7369970224051211
231,2053.1712797127216,0.7338632127724432
231,2053.15745669702,0.7309570438449423
231,2053.144117992711,0.7282785638706836
231,2053.131247973074,0.7258171601494804
231,2053.1187804167403,0.7235575364772382
231,2053.106661385869,0.7214823617159132
231,2053.0948739735427,0.7195740732601443
231,2053.083444374831,0.7178157490636742
231,2053.0724373421635,0.716191575884328
231,2053.0619451879966,0.7146870327261937
231,2053.052073389952,0.7132889323154666
231,2053.0429255682243,0.7119853803316607
231,2053.295534321286,0.7110553832877505
231,2053.508750238393,0.7103439757154796
231,2053.685201370755,0.7096710597957622
231,2053.827909794141,0.7090301494138305
231,2054.1993684906242,0.7085032461264503
231,2054.505384580643,0.7082940632878566
291,2611.3886113886115,0.468466
291,2613.997393821143,0.46158044444444446
291,2614.4345063157384,0.4572253333333334
291,2615.221703024998,0.45378438271604943
291,2615.5209336079456,0.4516081193415638
291,2615.6367646519,0.4495716474622771
291,2615.6731362692262,0.4476707389117513
291,2615.6715756717444,0.4459221792409694
291,2615.6504687941842,0.44431758090738205
291,2615.6185534131127,0.4428462889634033
291,2615.580224726704,0.44149417097100147
291,2615.223852907584,0.44027741696632366
291,2614.939295913864,0.4393378629694234
291,2614.7088639256467,0.43847553626837227
291,2614.5208555994354,0.43767823116366983
291,2614.367301064476,0.4369360823490598
291,2614.2425506433688,0.4362410961713901
291,2614.1423725607256,0.4355867834215526
291,2614.0633786891626,0.43496786826838507
291,2614.002673011148,0.4343800540039949
291,2613.697607048077,0.43394154675947316
291,2613.4453426100686,0.4336184572455258
291,2613.2414982869477,0.4333025126148707
291,2613.0812170641566,0.43299287905370476
291,2612.9593381467707,0.4326889117879105
291,2612.6115290692464,0.43255020993809556
291,2612.330252429513,0.43241601027838233
291,2611.8500443599783,0.43230132242380953
217,1920.0799200799202,0.3926586666666667
217,1922.9970857456772,0.3866886666666667
217,1923.4858691510722,0.38180059259259264
217,1923.5832277594288,0.37773944444444446
217,1923.5822672381353,0.3742014855967078
217,1923.5525088551499,0.37112856104252395
217,1923.51464699616,0.36840259625057153
217,1923.4754516621895,0.3659576870903825
217,1923.4370806508916,0.36374139435045466
217,1923.400054029149,0.3617182276583854
217,1923.3643284190848,0.3598613047525501
217,1923.3297199982267,0.3581502796509866
217,1923.2960790416857,0.3565689308571726
217,1923.2633586179163,0.3551040074004243
217,1923.2316314412446,0.3537443605588914
217,1923.4737902484378,0.3526398543025147
217,1923.6687417890055,0.351655422959858
217,1923.8236298667864,0.3507390276826066
217,1923.9441961438883,0.34988528608651537
217,1924.0353483037075,0.3490892094788674
217,1924.1014771037785,0.3483461841050162
217,1924.1466071746333,0.3476519480373699
217,1924.174446487272,0.3470025666538979
217,1924.1883830860857,0.34639440831798146
217,1924.191462729356,0.3458241211366739
217,1924.4454401207206,0.3454376439447642
217,1924.6549979849153,0.34513286268120574
217,1924.8235660512605,0.3448448813445309
217,1924.9552643693592,0.3445721665759911
217,1925.3136189283657,0.34444720802380785
278,2458.5414585414587,0.4962666666666667
278,2459.9985443683504,0.49437444444444445
278,2460.242685241384,0.4930488518518519
278,2460.291314583909,0.4900661975308642
278,2460.290834816174,0.4861962962962963
278,2460.2759708958324,0.4818336063100137
278,2460.257059395961,0.4772396483767718
278,2460.658796220429,0.47307044322511804
278,2460.91612612895,0.4690402816135751
278,2461.084250261675,0.46510051372588856
278,2461.194145620669,0.46128881645751824
278,2461.2641523286416,0.4576276915123221
278,2461.305678527472,0.4541292671265483
278,2461.3261976294993,0.4507981628808382
278,2461.330901372887,0.44763389621432487
278,2461.323637478922,0.4446325670401701
278,2461.307441787447,0.44178810117334294
278,2461.2848295621106,0.43909312957609475
278,2461.2579419578115,0.43653960923914803
278,2461.228608970182,0.4341192517197894
278,2461.1983701015015,0.43182381313842066
278,2461.168479920942,0.4296452841360372
278,2461.139914604261,0.4275760085740136
278,2461.113386862708,0.4256087519169045
278,2461.0893705872004,0.42373673459353367
278,2461.068133023275,0.42195364140393593
278,2461.0497709170877,0.4202536149454872
278,2461.2933171686623,0.4186487689484409
278,2461.501005953608,0.41735754662578617
278,2461.674117784356,0.4161196425381298
278,2461.814939061212,0.41493236427433583
278,2461.926411437442,0.4137931729883591
278,2462.0118464037264,0.4126996745943761
278,2462.0747002931166,0.4116496112095511
278,2462.1184028743733,0.4106408529248986
278,2462.1462320212886,0.4096713899548107
278,2462.1612270453925,0.4087393251935425
278,2462.166133775954,0.4078428671906238
278,2462.1633751382783,0.40698032354542973
278,2462.4139515491843,0.40616449209354905
278,2462.622212415926,0.40560565213246164
278,2462.7910971279457,0.4050675063028175
278,2462.924299160844,0.4045492418550019
278,2463.0259290280665,0.4040500653080623
278,2463.100248299325,0.40356920406782315
278,2463.1514665596183,0.4031059076411559
278,2463.4424965157045,0.4029019829317529
278,2463.679641280443,0.40270758854448324
293,2627.3726273726274,0.5254513333333333
293,2629.997377869015,0.5039298888888889
293,2630.4371658800274,0.4881657407407407
293,2630.52476531211,0.47509106172839505
